特別活動
,,試験,レポート,成果物,態度,ポートフォリオ,その他,合計
,リーダーシップ・コミュニケーション力,0,0,0,10,0,0,10,,
,,,,,,,,,,

体育
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,60,0,0,60,,
,態度・志向性（人間力）,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,0,20,0,0,20,,
,リーダーシップ・コミュニケーション力,0,0,0,10,0,0,10,,
,,,,,,,,,,

国語２
,,試験,小テスト,レポート,口頭発表,ポートフォリオ,成果物・実技,合計
,総合評価割合,70,0,0,0,0,30,100,,
,知識の基本的な理解,20,0,0,0,0,10,30,,
,思考・推論・創造への適応力,30,0,0,0,0,10,40,,
,汎用的技能,20,0,0,0,0,10,30,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,,
,態度・志向性(人間力) ,0,0,0,0,0,0,0,,
,,,,,,,,,,

体育２
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,60,0,0,60,,
,態度・志向性（人間力）,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,0,20,0,0,20,,
,リーダーシップ・コミュニケーション力,0,0,0,10,0,0,10,,
,,,,,,,,,,

設計製図１
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,20,0,100,,
,基礎的能力,20,0,0,0,10,0,30,,
,専門的能力,50,0,0,0,10,0,60,,
,分野横断的能力,0,0,0,0,0,0,0,,
,態度・志向性（人間力）,0,0,0,10,0,0,10,,
,主体性・継続的な学習意欲,0,0,0,0,0,0,0,,
,,,,,,,,,,

工作実習１
,,定期試験,小テスト,レポート,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,40,0,30,0,30,100,,
,知識の基本的な理解,0,0,20,0,15,0,0,35,,
,思考・推論・創造への適応力,0,0,10,0,0,0,0,10,,
,汎用的技術,0,0,5,0,10,0,0,15,,
,態度・志向性（人間力）,0,0,0,0,0,0,15,15,,
,主体的・継続的な学習意欲,0,0,5,0,5,0,15,25,,
,,,,,,,,,,,

特別活動
,,試験,レポート,口頭発表,成果物,ポートフォリオ,その他,合計
,総合評価割合,0,20,30,30,0,20,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,10,0,0,0,0,10,,
,汎用的技能,0,10,10,10,0,10,40,,
,態度・志向性(人間力),0,0,10,10,0,10,30,,
,総合的な学習経験と創造的思考力,0,0,10,10,0,0,20,,
,,,,,,,,,,

国語
,,試験,提出物・小テスト,"","","","",合計
,総合評価割合,50,50,0,0,0,0,100,,
,知識の基本的な理解,50,0,0,0,0,0,50,,
,思考・推論・創造への適応力,0,20,0,0,0,0,20,,
,汎用的技能,0,10,0,0,0,0,10,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,,
,態度・志向性(人間力) ,0,20,0,0,0,0,20,,
,,,,,,,,,,

地歴２
,,試験,発表,提出物,態度,その他1,その他2,合計
,総合評価割合,70,0,15,0,15,0,100,,
,基礎的能力,35,0,0,0,0,0,35,,
,態度・人間性,0,0,0,0,15,0,15,,
,応用力,35,0,15,0,0,0,50,,
,,,,,,,,,,

総合英語
,,定期試験,小テスト,レポート,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,70,10,0,0,10,0,10,100,,
,知識の基本的理解,50,10,0,0,10,0,0,70,,
,思考・推論・創造への適応力,20,0,0,0,0,0,0,20,,
,主体的・継続的な学習意欲,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

英語表現
,,定期試験,小テスト,レポート,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,30,10,0,0,100,,
,知識の基本的な理解,50,0,0,10,10,0,0,70,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,0,,
,汎用的技能,10,0,0,0,0,0,0,10,,
,リーダーシップ・コミュニケーション力,0,0,0,20,0,0,0,20,,
,態度・指向性（人間力）,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

基礎英語
,,定期試験,小テスト,レポート,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,60,20,0,0,10,0,10,100,,
,知識の基本的な理解,60,10,0,0,10,0,0,80,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,10,0,0,0,0,0,10,,
,態度・志向性(人間力) ,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

数学１
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,10,0,0,0,10,100,,
,知識の基本的な理解,60,5,0,0,0,０,65,,
,思考・推論への適応,20,5,0,0,0,0,25,,
,態度・志向性,0,0,0,0,0,10,10,,
,,,,,,,,,,

数学２
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,80,0,10,0,0,0,10,100,,
,知識の基本的な理解,60,0,5,0,0,0,0,65,,
,思考・推論・創造への適応,20,0,5,0,0,0,0,25,,
,態度・志向性(人間力),0,0,0,0,0,0,10,10,,
,主体的・継続的な学習意欲,0,0,0,0,0,0,0,0,,
,総合的な学習経験と創造的思考力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

化学
,,試験,小テスト,レポート,態度,ポートフォリオ,その他,合計
,総合評価割合,75,5,10,5,5,0,100,,
,基礎的能力,50,5,10,0,5,0,70,,
,施行・推論・創造への適応力,20,0,0,0,0,0,20,,
,主体的・継続的な学習意欲,5,0,0,5,0,0,10,,
,,,,,,,,,,

物理
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,70,0,10,0,0,10,10,100,,
,知識の基本的な理解,40,0,10,0,0,10,10,70,,
,思考・推論・創造への適応力,20,0,0,0,0,0,0,20,,
,汎用的技能,10,0,0,0,0,0,0,10,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,0,,
,態度・志向性人間力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

体育
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,60,0,0,60,,
,態度・志向性（人間力）,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,0,20,0,0,20,,
,リーダーシップ・コミュニケーション力,0,0,0,10,0,0,10,,
,,,,,,,,,,

体育（理論）
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,30,0,0,100,,
,知識の基本的な理解,70,0,0,0,0,0,70,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,,
,態度・志向性（人間力）,0,0,0,10,0,0,10,,
,主体的・継続的な学習意欲,0,0,0,10,0,0,10,,
,汎用的技能,0,0,0,10,0,0,10,,
,,,,,,,,,,

物理２
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,70,0,10,0,0,10,10,100,,
,知識の基本的な理解,40,0,10,0,0,10,10,70,,
,思考・推論・創造への適応力,20,0,0,0,0,0,0,20,,
,汎用的技能,10,0,0,0,0,0,0,10,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,0,,
,態度・志向性人間力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

体育２
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,60,0,0,60,,
,態度・志向性（人間力）,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,0,20,0,0,20,,
,リーダーシップ・コミュニケーション力,0,0,0,10,0,0,10,,
,,,,,,,,,,

電気磁気学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,80,0,0,0,0,0,80,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電子計算機２
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,80,0,20,0,0,0,100,,
,知識の基本的な理解,80,0,0,0,0,0,80,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,,
,汎用的技能,0,0,10,0,0,0,10,,
,態度・志向性(人間力),0,0,5,0,0,0,5,,
,主体的・継続的な学習意欲,0,0,5,0,0,0,5,,
,,,,,,,,,,

工業力学１
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,70,20,0,0,0,0,10,100,,
,知識の基本的な理解,50,0,0,0,0,0,0,50,,
,思考・推論・創造への適応力,20,10,0,0,0,0,0,30,,
,汎用的技能,0,10,0,0,0,0,0,10,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,0,,
,態度・志向性（人間力）,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

設計製図２
,,試験,小テスト,発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,50,0,0,50,0,0,100,,
,知識の基本的な理解,40,0,0,0,0,0,40,,
,思考・推論・創造への適応力,10,0,0,0,0,0,10,,
,汎用的技能,0,0,0,30,0,0,30,,
,態度・志向性(人間力),0,0,0,10,0,0,10,,
,主体的・継続的な学習意欲,0,0,0,10,0,0,10,,
,,,,,,,,,,

シーケンス制御
,,試験,発表,相互評価,態度,ポートフォリオ,小テスト,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,50,0,0,0,0,20,70,,
,専門的能力,20,0,0,0,0,10,30,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

工作実習２
,,試験,発表,相互評価,態度,ポートフォリオ,その他,レポート,成果物・実技,合計
,総合評価割合,0,0,0,0,0,20,50,30,100,,
,基礎的能力,0,0,0,0,0,0,20,20,40,,
,専門的能力,0,0,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,20,10,30,,
,汎用的技能,0,0,0,0,0,10,0,0,10,,
,態度・志向性（人間力）,0,0,0,0,0,10,0,0,10,,
,総合的な学習経験と創造的思考力,0,0,0,0,0,0,10,0,10,,
,,,,,,,,,,,,

特別活動
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,60,0,40,100,,
,基礎的能力,0,0,0,20,0,20,40,,
,専門的能力,0,0,0,20,0,0,20,,
,態度・人間力,0,0,0,20,0,20,40,,
,,,,,,,,,,

国語
,,試験,小テスト,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,70,30,0,0,0,0,100,,
,知識の基本的な理解,70,30,0,0,0,0,100,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,,
,汎用的技能,0,0,0,0,0,0,0,,
,,,,,,,,,,

公民１
,,試験,発表,提出物,態度,その他1,その他2,合計
,総合評価割合,40,15,5,30,10,0,100,,
,基礎的能力,30,0,5,0,0,0,35,,
,態度・人間性,0,0,0,30,0,0,30,,
,応用力,10,15,0,0,10,0,35,,
,,,,,,,,,,

公民２
,,試験,発表,提出物,態度,その他1,その他2,合計
,総合評価割合,40,10,10,30,10,0,100,,
,基礎的能力,30,0,10,0,0,0,40,,
,態度・人間性,0,0,0,30,0,0,30,,
,応用力,10,10,0,0,10,0,30,,
,,,,,,,,,,

基礎英語
,,定期試験,小テスト,レポート,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,60,20,0,0,20,0,10,110,,
,知識の基本的な理解,50,10,0,0,0,0,0,60,,
,思考・推論・創造への適応力,10,0,0,0,0,0,0,10,,
,主体的・継続的な学習意欲,0,10,0,0,20,0,0,30,,
,態度・志向性(人間力) ,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

総合英語
,,定期 試験 ,小 テスト ,レポート ,口頭 発表 ,成果物 実技 ,ポート フォリオ ,その 他 ,合計
,総合評価割合,80,0,0,10,10,0,0,100,,
,知識の基本的な理解 ,50,0,0,10,10,0,0,70,,
,思考・推論・創造への適応力,20,0,0,0,0,0,0,20,,
,リーダーシップ・コミュニケーション力 ,10,0,0,0,0,0,0,10,,
,,,,,,,,,,,

数学１
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,80,0,10,5,0,0,5,100,,
,知識の基本的な理解,60,0,5,0,0,0,0,65,,
,思考・推論・創造への適応力,20,0,0,0,0,0,0,20,,
,態度・志向性(人間力) ,0,0,0,0,0,0,5,5,,
,主体的・継続的な学習意欲,0,0,5,5,0,0,0,10,,
,総合的な学習経験と創造的思考力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

数学特論
,,試験,発表,相互評価,その他,合計
,総合評価割合,80,10,0,10,100,,
,知識の基本的な理解,60,5,0,0,65,,
,思考・推論への適応,20,5,0,0,25,,
,態度・志向性,0,0,0,10,10,,
,,,,,,,,

体育
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,60,0,0,60,,
,態度・志向性（人間力）,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,0,20,0,0,20,,
,リーダーシップ・コミュニケーション力,0,0,0,10,0,0,10,,
,,,,,,,,,,

日本事情
,,試験,発表,相互評価,態度,ポートフォリオ,実技,合計
,総合評価割合,50,20,0,0,0,30,100,,
,基礎的能力,50,0,0,0,0,10,60,,
,主体的・継続的な学習意欲,0,0,0,0,0,10,10,,
,態度・志向性（人間力）,0,10,0,0,0,10,20,,
,リーダーシップ・コミュニケーション力,0,10,0,0,0,0,10,,
,,,,,,,,,,

日本語
,,試験,レポート,口頭発表,態度,合計
,総合評価割合,70,10,20,0,100,,
,基礎的能力,70,10,20,0,100,,
,主体的・継続的な学習意欲,0,0,0,0,0,,
,態度・志向性（人間力）,0,0,0,0,0,,
,,,,,,,,

日本語
,,試験,レポート,実技,態度,合計
,総合評価割合,30,40,30,0,100,,
,基礎的な理解,20,30,0,0,50,,
,主体的・継続的な学習意欲,10,10,30,0,50,,
,態度・志向性（人間力）,0,0,0,0,0,,
,,,,,,,,

国語２
,,試験,小テスト,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,30,0,0,100,,
,知識の基本的な理解,20,0,0,10,0,0,30,,
,思考・推論・創造への適応力,30,0,0,10,0,0,40,,
,汎用的技能,20,0,0,10,0,0,30,,
,,,,,,,,,,

体育２
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,60,0,0,60,,
,態度・志向性（人間力）,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,0,20,0,0,20,,
,リーダーシップ・コミュニケーション力,0,0,0,10,0,0,10,,
,,,,,,,,,,

工作実習３
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,50,30,0,20,100,,
,知識の基本的な理解,0,0,20,20,0,0,40,,
,思考・推論・創造への適応力,0,0,20,10,0,0,30,,
,汎用的技能,0,0,0,0,0,10,10,,
,態度・志向性(人間力),0,0,0,0,0,10,10,,
,総合的な学習経験と創造的思考力,0,0,10,0,0,0,10,,
,,,,,,,,,,

電気回路
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,80,0,0,0,0,0,80,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電子工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,0,0,0,0,20,100,,
,基礎的能力,80,0,0,0,0,0,80,,
,主体的・継続的な学習意欲,0,0,0,0,0,10,10,,
,態度・志向性（人間力）,0,0,0,0,0,5,5,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,5,5,,
,,,,,,,,,,

工業力学２
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,70,20,0,0,0,0,10,100,,
,知識の基本的な理解,50,0,0,0,0,0,0,50,,
,思考・推論・創造への適応力,20,10,0,0,0,0,0,30,,
,汎用的技能,0,10,0,0,0,0,0,10,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,0,,
,態度・志向性（人間力）,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

材料力学１
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,0,20,100,,
,基礎的能力,50,0,0,0,0,10,60,,
,専門的能力,20,0,0,0,0,10,30,,
,態度・人間力,0,0,0,10,0,0,10,,
,,,,,,,,,,

材料学
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,70,0,0,10,20,0,100,,
,基礎的能力,70,0,0,0,10,0,80,,
,専門的能力,0,0,0,0,10,0,10,,
,態度・志向性(人間力),0,0,0,10,0,0,10,,
,主体的・継続的な学習意欲,0,0,0,0,0,0,0,,
,,,,,,,,,,

機械工作法
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,70,0,0,0,15,15,100,,
,基礎的能力,70,0,0,0,0,0,70,,
,専門的能力,0,0,0,0,10,0,10,,
,態度・志向性(人間力),0,0,0,0,0,10,10,,
,主体的・継続的な学習意欲,0,0,0,0,5,5,10,,
,,,,,,,,,,

設計製図３
,,試験,小テスト,発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,40,0,0,50,0,10,100,,
,知識の基本的な理解,20,0,0,25,0,0,45,,
,思考・推論・創造への適応力,20,0,0,0,0,0,20,,
,汎用的技能,0,0,0,25,0,0,25,,
,態度・志向性(人間力),0,0,0,0,0,5,5,,
,主体的・継続的な学習意欲,0,0,0,0,0,5,5,,
,,,,,,,,,,

計測工学
,,試験,発表,相互評価,態度,レポート,小テスト,合計
,総合評価割合,90,0,0,0,5,5,100,,
,基礎的能力,70,0,0,0,5,5,80,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

国語
,,試験,課題,合計
,総合評価割合,50,50,100,,
,基礎的能力,50,50,100,,
,専門的能力,0,0,0,,
,分野横断的能力,0,0,0,,
,,,,,,

総合英語
,,定期 試験 ,小 テスト ,レポート ,口頭 発表 ,成果物 実技 ,ポート フォリオ ,その 他 ,合計
,総合評価割合,60,0,0,30,10,0,0,100,,
,知識の基本的な理解 ,50,0,0,10,10,0,0,70,,
,汎用的技能 ,10,0,0,0,0,0,0,10,,
,リーダーシップ・コミュニケーション力 ,0,0,0,20,0,0,0,20,,
,,,,,,,,,,,

英語講読
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,20,0,10,0,10,100,,
,基礎的能力,50,20,0,10,0,10,90,,
,専門的能力,10,0,0,0,0,0,10,,
,分野横断的能力,0,0,0,0,0,,,,
,,,,,,,,,,

第二外国語
,,定期試験,小テスト,レポート,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,70,10,0,0,10,0,10,100,,
,知識の基本的な理解,60,10,0,0,10,0,0,80,,
,思考・推論・創造への適応力,10,0,0,0,0,0,0,10,,
,主体的・継続的な学習意欲,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

日本事情
,,試験,発表,相互評価,態度,ポートフォリオ,実技,合計
,総合評価割合,50,20,0,0,0,30,100,,
,基礎的能力,50,0,0,0,0,10,60,,
,主体的・継続的な学習意欲,0,0,0,0,0,10,10,,
,態度・志向性（人間力）,0,10,0,0,0,10,20,,
,リーダーシップ・コミュニケーション力,0,10,0,0,0,0,10,,
,,,,,,,,,,

体育
,,試験,小テスト,レポート,態度,実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,0,,
,汎用的技能,0,0,0,0,60,0,0,60,,
,リーダーシップ・コミュニケーション力,0,0,0,0,20,0,0,20,,
,態度・志向性（人間力）,0,0,0,0,10,0,0,10,,
,,,,,,,,,,,

工学実験１
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,0,0,0,0,70,30,100,,
,基礎的能力,0,0,0,0,40,0,40,,
,専門的能力,0,0,0,0,10,0,10,,
,分野横断的能力,0,0,0,0,10,0,10,,
,態度・志向性(人間力),0,0,0,0,0,15,15,,
,主体的・継続的な学習意欲,0,0,0,0,10,15,25,,
,,,,,,,,,,

電子回路
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,100,0,0,0,0,0,100,,
,基礎的能力,80,0,0,0,0,0,80,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

電気電子機器
,,試験,発表,相互評価,態度,ポートフォリオ,小テスト,合計
,総合評価割合,80,0,0,0,0,20,100,,
,基礎的能力,60,0,0,0,0,20,80,,
,専門的能力,20,0,0,0,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

情報処理
,,試験,小テスト,レポート,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,10,0,0,30,100,,
,基礎的知識,60,0,10,0,0,30,100,,
,試行推論創造への適応力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

応用数学１
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,90,0,0,0,10,0,100,,
,基礎的能力,90,0,0,0,10,0,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

材料力学２
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,0,20,100,,
,基礎的能力,50,0,0,0,0,10,60,,
,専門的能力,20,0,0,0,0,10,30,,
,態度・人間力,0,0,0,10,0,0,10,,
,,,,,,,,,,

流体力学
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,80,0,0,0,10,10,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,80,0,0,0,10,10,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

熱力学
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,80,0,0,0,10,10,100,,
,基礎的能力,0,0,0,0,0,0,0,,
