電気電子基礎
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,0,0,50,50,0,100,,
,基礎的能力,0,0,0,10,0,10,,
,専門的能力,0,0,50,0,0,50,,
,分野横断的能力,0,0,0,40,0,40,,
,,,,,,,,,

通信工学理論
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,60,0,5,0,0,65,,
,専門的能力,20,0,15,0,0,35,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電気法規
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,80,20,0,0,0,100,,
,基礎的能力,20,10,0,0,0,30,,
,専門的能力,60,10,0,0,0,70,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電波法規
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,5,0,0,5,,
,専門的能力,70,0,25,0,0,95,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

卒業研究
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,100,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,70,0,70,,
,分野横断的能力,0,0,0,30,0,30,,
,,,,,,,,,

