基礎数学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

地理
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,80,0,20,0,0,100,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

体育
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,100,100,,
,,,,,,,,,

英語総合１
,,試験,発表,相互評価,態度,ポートフォリオ,その他,小テスト,合計
,総合評価割合,70,0,0,0,20,0,10,100,,
,基礎的能力,70,0,0,0,20,0,10,100,,
,専門的能力,0,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

哲学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,0,0,40,100,,
,基礎的能力,60,0,0,0,32,92,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,8,8,,
,,,,,,,,,

法学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,60,0,20,0,0,80,,
,専門的能力,10,0,10,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

体育
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,100,100,,
,,,,,,,,,

英語の語彙・文法
,,試験,発表,相互評価,態度,ポートフォリオ,その他,小テスト,合計
,総合評価割合,60,0,0,0,20,10,10,100,,
,基礎的能力,60,0,0,0,20,10,10,100,,
,専門的能力,0,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

応用化学
,,試験,小スト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,30,30,30,10,0,100,,
,基礎的能力,10,30,30,10,0,80,,
,専門的能力,20,0,0,0,0,20,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

日本語の表現
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,75,0,15,10,0,100,,
,基礎的能力,75,0,5,0,0,80,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,10,10,0,20,,
,,,,,,,,,

体育
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,100,100,,
,,,,,,,,,

英語総合２
,,定期試験,発表,相互評価,態度,ポートフォリオ,小テスト,合計
,総合評価割合,50,20,0,0,20,10,100,,
,基礎的能力,50,20,0,0,20,10,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

中国語
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,80,0,0,0,20,100,,
,基礎的能力,80,0,0,0,20,100,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

ドイツ語
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,30,0,10,0,100,,
,基礎的能力,60,30,0,10,0,100,,
,専門的能力,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

