建築計画
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,60,0,40,100,,
,基礎的能力,0,0,30,0,10,40,,
,専門的能力,0,0,30,0,30,60,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

建設構造力学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,10,0,0,0,0,10,,
,専門的能力,60,0,30,0,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

水理学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,30,0,100,,
,基礎的能力,20,0,0,0,10,0,30,,
,専門的能力,50,0,0,0,20,0,70,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

土質工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,80,0,20,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

データ処理
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,0,40,10,0,100,,
,基礎的能力,30,0,25,5,0,60,,
,専門的能力,20,0,15,5,0,40,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

プログラミング１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,20,0,5,0,0,25,,
,専門的能力,50,0,25,0,0,75,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

建築製図
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,100,0,0,100,,
,基礎的能力,0,0,70,0,0,70,,
,専門的能力,0,0,30,0,0,30,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

材料学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,40,0,0,100,,
,基礎的能力,20,0,10,0,0,30,,
,専門的能力,30,0,20,0,0,50,,
,分野横断的能力,10,0,10,0,0,20,,
,,,,,,,,,

材料学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,40,0,0,100,,
,基礎的能力,10,0,10,0,0,20,,
,専門的能力,30,0,20,0,0,50,,
,分野横断的能力,20,0,10,0,0,30,,
,,,,,,,,,

構造材料実験
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,20,60,20,0,100,,
,基礎的能力,0,5,20,15,0,40,,
,専門的能力,0,10,25,5,0,40,,
,分野横断的能力,0,5,15,0,0,20,,
,,,,,,,,,

建設構造力学２
,,試験,発表,相互評価,態度,ポートフォリオ,その他,小テスト,合計
,総合評価割合,80,0,0,0,0,10,10,100,,
,基礎的能力,40,0,0,0,0,5,5,50,,
,専門的能力,40,0,0,0,0,5,5,50,,
,分野横断的能力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

構造工学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,20,10,0,100,,
,基礎的能力,45,0,10,5,0,60,,
,専門的能力,25,0,10,5,0,40,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

構造工学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,30,10,0,100,,
,基礎的能力,35,0,15,5,0,55,,
,専門的能力,25,0,15,5,0,45,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

構造設計製図
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,0,40,10,0,100,,
,基礎的能力,30,0,15,5,0,50,,
,専門的能力,20,0,25,5,0,50,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

水工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,30,0,100,,
,基礎的能力,20,0,0,0,5,0,25,,
,専門的能力,50,0,0,0,25,0,75,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

水理実験
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,20,0,0,0,80,0,100,,
,基礎的能力,5,0,0,0,20,0,25,,
,専門的能力,15,0,0,0,60,0,75,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

地盤工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,80,0,20,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

土質実験
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,20,0,80,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,20,0,80,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

都市計画
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,10,30,0,0,100,,
,基礎的能力,10,0,10,0,0,20,,
,専門的能力,50,10,20,0,0,80,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

地域計画
,,定期試験,小テスト,ポートフォリオ,取り組み姿勢,その他,合計
,総合評価割合,60,20,0,20,0,100,,
,基礎的能力,0,0,0,10,0,10,,
,専門的能力,60,20,0,10,0,90,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

環境工学１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,40,0,0,30,30,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,40,0,0,30,30,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

プログラミング2
,,試験,小テスト,ポートフォリオ, 	定期試験	小テスト	ポートフォリオ	発表・取り組み姿勢, 	定期試験	小テスト	ポートフォリオ	発表・その他,合計
,総合評価割合,70,10,0,30,0,110,,
,基礎的能力,10,10,0,5,0,25,,
,専門的能力,60,0,0,25,0,85,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

確率統計
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,0,40,0,100,,
,基礎的能力,30,0,0,0,20,0,50,,
,専門的能力,20,0,0,0,15,0,35,,
,分野横断的能力,10,0,0,0,5,0,15,,
,,,,,,,,,,

工業力学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,小テスト,合計
,総合評価割合,70,0,0,0,0,30,0,100,,
,基礎的能力,35,0,0,0,0,15,0,50,,
,専門的能力,35,0,0,0,0,15,0,50,,
,分野横断的能力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

校外実習
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,0,0,20,40,40,100,,
,基礎的能力,0,0,2,5,5,12,,
,専門的能力,0,0,8,10,10,28,,
,分野横断的能力,0,0,10,25,25,60,,
,,,,,,,,,

建築設計製図１
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,100,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

建築環境工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,100,0,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,100,0,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

建築設備
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,0,30,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,70,0,30,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

電磁気学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,0,0,40,100,,
,基礎的能力,20,0,0,0,10,30,,
,専門的能力,30,0,0,0,20,50,,
,分野横断的能力,10,0,0,0,10,20,,
,,,,,,,,,

コンクリート構造学
,,定期試験,小テスト,レポート・課題,発表,その他,合計
,総合評価割合,60,0,40,0,0,100,,
,基礎的能力,20,0,10,0,0,30,,
,専門的能力,30,0,20,0,0,50,,
,分野横断的能力,10,0,10,0,0,20,,
,,,,,,,,,

建設構造力学３
,,試験,発表,相互評価,態度,ポートフォリオ,その他,小テスト,合計
,総合評価割合,80,0,0,0,0,10,10,100,,
,基礎的能力,40,0,0,0,0,5,5,50,,
,専門的能力,40,0,0,0,0,5,5,50,,
,分野横断的能力,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,

構造工学３
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,35,0,0,0,0,15,50,,
,専門的能力,35,0,0,0,0,15,50,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

構造設計製図
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,50,0,40,10,0,100,,
,基礎的能力,30,0,15,5,0,50,,
,専門的能力,20,0,25,5,0,50,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

施工管理学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,80,0,20,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,80,0,20,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

交通工学
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,0,40,0,0,100,,
,基礎的能力,20,0,20,0,0,40,,
,専門的能力,40,0,20,0,0,60,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

環境工学２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,40,0,0,30,30,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,40,0,0,30,30,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

環境実験
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,40,0,0,60,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,0,40,0,0,60,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

建築設計製図２
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,0,100,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,0,100,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

建築史
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,70,20,10,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,60,20,10,0,0,90,,
,分野横断的能力,10,0,0,0,0,10,,
,,,,,,,,,

建築法規
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,60,40,0,0,0,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,60,40,0,0,0,100,,
,分野横断的能力,0,0,0,0,0,0,,
,,,,,,,,,

卒業研究
,,定期試験,小テスト,ポートフォリオ,発表・取り組み姿勢,その他,合計
,総合評価割合,0,0,0,40,60,100,,
,基礎的能力,0,0,0,0,0,0,,
,専門的能力,0,0,0,30,50,80,,
,分野横断的能力,0,0,0,10,10,20,,
,,,,,,,,,

